Subject,z_latents_batch,ASD,HSD,HSD95,DSC,Err_Vol_CM3,Err_Vol_Percent,fold,source
['di154_rf'],"Parameter containing: tensor([[-0.5912, -0.7043,  2.7741,  0.0262, -3.1084, -1.9030,  1.5829, -0.8685, -1.5117, -0.2873, -0.5109, -0.1440,  0.8506, -0.5773, -0.1327, -1.2603, 0.4618, -0.1209, -0.3908, -0.2055, -0.0977, -0.7602, -0.8353,  0.0988, 0.2005, -1.1226,  0.8325, -0.1792,  0.5344, -1.1083,  0.7913, -0.2874, 2.4998, -0.8758, -0.6039,  0.1573,  1.0968,  0.0332, -1.2721,  0.3069, 0.2263, -1.1502,  2.8575, -1.3772,  0.2929, -1.1989,  0.7452,  1.0945, 0.3843,  1.1136, -1.2538, -1.0026, -0.7865,  0.1950,  1.4752, -0.9857, 0.6567,  0.1322, -0.1466,  0.5559,  0.1949, -0.4407, -0.7277,  0.9537, 0.2243, -0.4010,  0.6019, -1.5428, -1.5283,  0.8700,  0.3420,  0.3574, -0.2559, -0.5238, -0.2722,  0.0188, -0.1790,  0.2119,  2.2427,  0.8595, -0.3737,  0.0955,  0.4118, -0.1073, -1.4427,  0.3955, -0.6434,  1.3208, -0.5111,  0.4322,  0.4380,  1.0034, -0.1319,  0.2711,  0.1051, -0.1682, -0.4305,  0.5609,  0.1723, -0.8120,  0.4207, -0.4842, -0.9692, -1.1581, -1.1001, -0.8978, -1.5128, -0.7158, -0.6024,  0.2948,  0.1921,  0.7190, -0.5802, -1.0170, -0.5328,  1.3160,  0.7558, -0.1176, -0.2071,  0.5342, 0.4621, -0.5830, -0.4879, -0.4720, -0.6741, -0.1923, -0.0491, -0.5077]], device='cuda:0', requires_grad=True) tensor([ 77,  69, 197]) tensor([ 77,  69, 197]) Batch prediction time: 176.0s labels_pred_cpu SHAPE (1, 1, 77, 69, 197) labels_gt_cpu SHAPE (1, 1, 77, 69, 197)",0.3661,7.0101,1.7002,0.936,0.8894,0.8819,2,Fold_2_Test_Set_sarcopenia
['dp172_rf'],"Parameter containing: tensor([[-0.0027, -1.4357, -0.2303,  0.1265,  1.1448, -0.6899,  0.4953, -0.3747, -0.1987, -1.2272, -1.1950, -0.4350, -1.4876,  0.1474, -0.4549, -0.4258, -0.3448,  1.8575,  0.1954, -0.4011,  0.5986,  0.9015, -0.3922, -1.8398, 0.0652, -0.2965, -1.2783, -0.6218,  0.2616,  0.2257,  0.1866,  0.1358, -1.1558,  0.2662,  0.1378, -0.4567, -1.4030, -0.4630, -0.5750,  0.5021, -0.5591,  1.5345,  0.1903, -0.8774,  1.0978,  0.1171,  0.9081,  0.8756, -0.2604,  0.0970,  0.7568, -0.8485,  1.0398, -0.6100,  1.2751, -0.4839, -0.5781,  0.3699,  0.4062,  0.8796,  0.2023,  0.7663,  0.1493,  0.6487, 1.1828, -0.4349, -0.6754,  0.4454,  0.9723,  0.1957, -0.8852,  0.4228, -0.2015, -0.6349, -0.7206, -0.2800,  0.7626, -0.5616, -1.0264, -0.7635, -0.3760,  0.0158,  0.4600,  0.6506, -0.2469,  0.7850, -0.1751,  0.3823, -0.6077,  0.0571, -0.5939, -0.0855, -0.4947, -0.2711, -1.7128, -0.1207, -0.2051, -0.2067,  0.8880,  1.3669,  1.4528, -0.6796, -0.1733, -0.1543, 0.1868, -0.8425,  0.9479, -0.5931,  0.2402, -0.0427, -0.4365, -0.4815, -0.0637,  1.0214, -0.3335,  0.3597, -0.5079, -0.3238, -0.0513,  0.2943, -1.2714, -0.3240,  0.9979, -0.1079, -0.0845, -0.5976, -0.5480,  0.8088]], device='cuda:0', requires_grad=True) tensor([ 75,  65, 221]) tensor([ 75,  65, 221]) Batch prediction time: 181.9s labels_pred_cpu SHAPE (1, 1, 75, 65, 221) labels_gt_cpu SHAPE (1, 1, 75, 65, 221)",0.2963,15.7321,1.5,0.9465,0.2261,0.3248,2,Fold_2_Test_Set_sarcopenia
['dr160_rf'],"Parameter containing: tensor([[ 0.4397,  0.8389,  0.4346,  0.4123,  0.0822,  0.4738,  0.7522, -0.2725, -0.7762, -0.7581,  1.0251,  0.7843,  0.8229,  0.0652,  0.5210, -0.0311, 0.5248, -0.6224,  0.8225, -0.0285,  0.2372,  1.0219, -0.5855, -0.9518, 1.1776, -0.3859, -0.4233, -0.2165,  0.1049, -0.3909, -0.6863,  0.2580, 0.0824, -0.5226, -0.7585,  0.5521,  0.1183,  0.6720, -0.3159, -0.1911, -0.6063,  0.1781, -1.4944, -0.1661,  0.0401,  1.2814,  0.1462, -0.1354, 0.9725,  0.2097, -0.3250, -0.0851, -0.2628,  0.0106,  0.3863, -0.4316, -0.1841,  0.1208, -0.1294, -0.3634,  0.3461,  1.2274, -0.4649,  0.1284, 0.2052, -0.4610, -1.4478,  0.8409,  0.6759,  0.1434, -0.8305, -0.0925, 0.9489,  0.4022, -0.6554,  1.5163,  1.0994,  0.2449, -1.3238,  0.8714, -0.8789, -0.7841,  0.3087, -0.1944, -0.2555, -0.3761, -1.0514,  0.2613, -0.7799, -0.6845, -0.1210, -1.2307,  0.3478, -0.3554,  0.4170, -0.0320, -0.2691, -0.7734,  0.9204,  0.7482,  0.1827, -1.6173, -0.1355,  0.9455, -0.3694, -0.3925, -0.3862, -1.2169, -2.2957,  0.3826,  0.4123,  0.1119, -0.7745,  0.6305,  0.5268,  0.1943, -0.8218,  0.8305,  0.8283,  0.0267, -1.1236,  0.2123, -0.0663, -0.2615, -0.6467, -0.1294, -0.5113,  0.0356]], device='cuda:0', requires_grad=True) tensor([ 68,  69, 199]) tensor([ 68,  69, 199]) Batch prediction time: 157.3s labels_pred_cpu SHAPE (1, 1, 68, 69, 199) labels_gt_cpu SHAPE (1, 1, 68, 69, 199)",0.4241,8.1564,1.5996,0.9484,1.2854,0.8183,2,Fold_2_Test_Set_sarcopenia
['em151_rf'],"Parameter containing: tensor([[-7.8815e-01, -6.5341e-01, -8.6759e-04, -4.1013e-01,  6.3648e-01, -6.1127e-01,  6.1013e-01, -6.7193e-01,  1.3210e+00, -7.1749e-01, 1.8510e+00, -2.8298e-01, -2.2653e-01, -2.6815e-01,  1.0405e+00, 7.2040e-01,  2.0858e+00,  1.2416e+00, -7.2868e-01,  1.3850e-01, 1.2058e+00,  4.0027e-01,  6.2218e-01, -6.4422e-01, -1.1642e+00, -1.3292e-01, -9.4408e-01, -2.9538e-01, -1.2018e+00,  6.4531e-01, 8.0750e-01,  9.1371e-01, -5.4836e-01,  6.8906e-01,  7.5528e-01, -1.6999e-02, -5.9870e-01, -1.0574e+00,  3.4337e-01, -2.1789e-01, -4.5072e-02, -3.1547e-01, -4.1473e-01, -5.4263e-01,  7.3147e-01, -1.7452e-01,  9.4918e-01,  2.9761e-01,  1.6098e+00,  1.1618e+00, 4.3921e-01,  5.0954e-01, -7.8130e-02,  1.9960e-02,  1.9880e-01, -8.8406e-01,  1.1218e+00,  6.7699e-02,  2.8686e-01, -1.4920e+00, 1.1048e+00,  1.8852e-01,  5.3934e-01,  5.2361e-01,  8.6061e-01, 1.3942e-01,  6.8849e-01,  6.3135e-01,  1.8939e+00, -1.6441e-01, 2.6997e-01,  1.2128e+00, -2.6575e-01, -3.1567e-01, -3.4763e-02, -2.2202e-01,  9.9094e-01, -9.9651e-01,  9.2124e-01,  8.7733e-01, -1.2729e+00, -1.3501e-01,  3.6718e-01, -4.3435e-01,  1.0634e+00, 1.3864e+00, -3.2973e-01, -8.0378e-01,  1.1974e+00,  2.2516e-01, 7.4612e-01, -6.3718e-01, -1.0517e+00, -3.0851e-01,  1.9998e-01, -5.6117e-01, -7.5009e-01, -4.0582e-01, -5.9459e-01, -2.3302e+00, -1.5992e+00, -3.7878e-01, -1.7293e+00, -4.9884e-01,  7.7167e-05, -1.8332e-02, -6.4427e-01, -5.5629e-01, -2.6817e-01,  2.6239e-02, 1.4663e+00,  8.0896e-01, -3.1937e-01,  1.8255e+00,  5.5186e-01, 1.4915e-01,  1.2323e+00, -5.7373e-01,  9.3487e-02,  9.5395e-01, 2.1527e-01, -3.9844e-01,  7.5515e-01,  4.2071e-01, -6.6287e-01, 6.1264e-01,  6.5039e-01,  1.5160e-01]], device='cuda:0', requires_grad=True) tensor([ 69,  62, 224]) tensor([ 69,  62, 224]) Batch prediction time: 161.5s labels_pred_cpu SHAPE (1, 1, 69, 62, 224) labels_gt_cpu SHAPE (1, 1, 69, 62, 224)",0.3831,6.5954,1.5996,0.9234,1.0685,1.1715,2,Fold_2_Test_Set_sarcopenia
['ep105_rf'],"Parameter containing: tensor([[ 0.1572,  0.8316,  0.7434, -0.2946, -0.6840,  1.1635,  0.5160, -0.9757, -1.2529,  0.2563,  0.8314,  0.5595,  1.6249, -0.6403,  0.7692,  0.8048, 0.0908,  0.6141,  0.3436, -0.0248, -0.1232,  0.1755, -0.2969, -0.5496, -1.2896, -0.9294,  0.4349,  0.1059, -0.9810,  1.3277,  1.1303,  0.1563, 0.9238, -0.2001,  1.0267,  0.5513,  0.7874,  0.4318, -0.5566,  1.3691, -0.4260, -0.4715, -0.7881, -0.2197, -0.6744, -0.0043,  1.7965,  0.9383, 0.8958,  0.9963,  0.5557,  1.1301,  0.1233,  0.2107,  0.0796,  0.6742, 0.6189,  0.9435, -0.0149, -1.0018,  0.3606,  1.0558,  1.5078,  0.7796, 0.8793, -1.3615, -0.0548, -0.2872,  0.5190,  0.1270, -1.6729,  0.5728, 0.3699,  0.1242,  0.4000, -1.0182,  0.1860, -0.1508, -0.6223,  0.3345, -0.3259, -0.4407,  0.4124,  0.7326, -1.0746, -0.0030, -1.2719,  0.8823, -0.3863, -0.6043, -0.3238,  0.0201,  0.6005, -0.1135,  0.6601, -0.7043, -0.2763, -0.0075,  0.0335, -0.3740,  0.7678, -1.1303,  0.4698,  0.1229, -0.4918, -0.2792,  1.2264, -0.7251,  0.2660, -0.7349,  0.0627, -0.2090, -0.6129,  0.6167, -1.3506,  0.9262,  0.2598, -0.2995,  0.0097, -0.0710, -0.2132, -0.2474, -0.7679, -0.7520, -0.3138,  0.0762, -0.3245,  0.1565]], device='cuda:0', requires_grad=True) tensor([ 68,  55, 281]) tensor([ 68,  55, 281]) Batch prediction time: 177.3s labels_pred_cpu SHAPE (1, 1, 68, 55, 281) labels_gt_cpu SHAPE (1, 1, 68, 55, 281)",0.4196,9.0,1.5,0.9272,0.6446,0.5593,2,Fold_2_Test_Set_sarcopenia
['fo117_rf'],"Parameter containing: tensor([[ 4.4655e-01,  2.8681e+00, -2.4168e+00,  8.5947e-01,  1.4118e-01, 1.8568e-01,  7.8627e-01, -1.5831e+00, -1.7379e+00,  1.9890e-01, -5.8065e-02,  9.5355e-02,  1.1241e+00, -1.1297e+00,  1.5950e-01, -1.4569e+00, -8.0861e-01,  4.7678e-01,  5.6883e-01,  4.7227e-01, 2.1752e-02,  6.2575e-01,  2.0256e-01, -1.4185e+00, -7.7410e-01, -8.4883e-01,  3.3054e-01, -1.0346e+00, -4.2589e-01, -4.1495e-01, -2.7427e-01, -2.8420e-01, -8.7771e-01,  2.5612e-01, -3.3440e-02, 1.9828e-03,  1.6931e+00,  2.7566e-01, -8.0696e-01,  8.8505e-02, 1.0827e+00,  7.4548e-01,  1.3043e+00, -7.9626e-01, -9.6326e-02, 6.8086e-01,  1.4195e+00,  2.3131e-01, -1.9734e-01,  3.6515e-01, -9.8597e-01, -4.5318e-02, -1.4752e-01, -1.0356e+00, -5.7861e-01, -1.2118e-01,  1.0492e+00,  6.9129e-01, -3.1141e-02, -9.7459e-01, 8.6334e-01,  7.1528e-02, -1.8757e-01, -6.3036e-02,  1.4302e+00, -1.3885e+00, -7.7432e-01, -1.4250e-01,  1.9837e-01, -6.5061e-02, -1.0297e+00, -2.5032e-01,  9.7281e-02,  5.9487e-01,  8.2141e-01, -2.9143e-01, -2.5308e-01,  1.3036e-01,  1.1757e+00,  9.2881e-01, -1.0080e-01,  4.2064e-01,  5.1839e-01,  2.0897e-01,  1.7526e-02, 9.2325e-01, -1.1787e-01,  1.8471e-01, -1.5352e-01,  4.6197e-01, 1.4830e+00, -3.9956e-01, -4.8623e-01,  6.7364e-02,  5.7773e-01, 1.2036e+00, -1.8376e-01, -8.7142e-01,  1.0938e+00, -4.9647e-01, 1.1764e-01, -1.3515e+00,  1.7392e+00, -6.5104e-01, -4.5794e-01, 6.6365e-02,  5.0670e-01, -2.2277e-01, -1.2161e-01, -5.1744e-01, 8.4269e-01,  1.0027e+00,  4.5535e-01,  5.0974e-01, -1.5963e+00, -6.7100e-01,  1.4830e+00, -1.1456e+00,  7.1719e-01, -1.2436e+00, 5.2273e-02,  5.4964e-02,  1.1948e+00, -5.2281e-02, -3.8951e-01, -7.6668e-02, -7.8511e-01, -1.0274e-01]], device='cuda:0', requires_grad=True) tensor([ 60,  68, 220]) tensor([ 60,  68, 220]) Batch prediction time: 151.3s labels_pred_cpu SHAPE (1, 1, 60, 68, 220) labels_gt_cpu SHAPE (1, 1, 60, 68, 220)",0.3209,9.0,1.5,0.9297,0.4219,0.7497,2,Fold_2_Test_Set_sarcopenia
['gd171_rf'],"Parameter containing: tensor([[ 1.7904,  0.1937, -0.2605, -1.3761, -0.0681,  0.6188,  0.6358, -0.4231, -1.3083, -1.8697,  0.3441, -1.5902, -1.1000,  1.9255,  0.7835, -0.6869, 1.0939,  1.6161, -0.2076,  0.1491, -0.9191, -0.1088,  1.6856, -0.8913, -0.7668, -1.4693,  0.5301, -0.4282,  1.0354, -0.6874,  0.1870, -0.0760, -1.0744,  1.5754,  0.9601,  0.1675,  0.5385,  0.3366, -0.3371,  0.0663, -1.7810,  1.5350,  0.1375, -1.5442,  0.5021, -0.5898,  0.2595,  0.4603, 0.5601, -0.5467, -0.6925, -0.6033,  1.0972,  1.1889, -0.1992,  2.7016, 0.7589,  0.0699,  0.8850, -0.0304,  0.4164, -0.3554,  1.0709,  0.5339, -0.6685,  1.9453, -0.2007, -0.4337,  0.1166,  1.1762,  0.0889,  2.0768, 1.2896, -0.5987,  0.3581,  1.0668,  1.3986, -0.3546, -2.0752,  0.2634, -1.1140,  0.2273,  0.5861,  0.4480,  0.8301,  0.4493, -0.8752, -0.8269, -0.7108,  0.4455, -0.4743,  0.5625,  0.2500,  0.0368, -1.8501,  0.4577, -1.3779, -0.7088, -0.7139,  1.0067, -0.5744,  2.2165,  1.6565, -1.1935, 1.8451, -0.1010, -1.3790, -2.0054, -1.2254, -2.1980, -0.6217,  1.6373, 2.1380,  0.9484,  0.6253, -1.1290, -1.0630,  1.4197,  1.2775,  1.0385, -1.9143, -0.5193,  1.3023, -0.1524, -0.2396, -0.1290, -0.1060, -1.4411]], device='cuda:0', requires_grad=True) tensor([ 74,  73, 181]) tensor([ 74,  73, 181]) Batch prediction time: 164.5s labels_pred_cpu SHAPE (1, 1, 74, 73, 181) labels_gt_cpu SHAPE (1, 1, 74, 73, 181)",0.3781,7.6359,1.7998,0.9261,1.0731,1.2137,2,Fold_2_Test_Set_sarcopenia
['la134_rf'],"Parameter containing: tensor([[ 0.9392,  1.3065, -0.7877,  0.6674, -0.1193,  0.2077,  0.2799, -0.2513, 1.8052, -0.8583,  0.0191,  0.0448,  0.3276, -0.9300, -0.1242, -0.6662, 0.9309, -0.6600, -0.3252,  0.3425,  1.1962,  0.3001,  0.2774, -0.5236, -0.9054,  0.5678, -0.0560, -1.1038, -0.0219, -0.3002,  1.0156,  0.3901, 0.7417,  0.3681,  0.3805,  0.7849,  0.6395, -0.6253, -1.3316,  0.7758, 0.5066, -0.4381, -0.1311, -1.3419, -1.4039, -0.3632, -1.0283,  0.4858, 0.0991, -0.1087, -1.3815, -1.3507,  0.2427,  0.6567,  1.3433,  0.2118, 0.1688,  1.0632,  0.6097,  0.4063,  1.2491, -0.5171,  0.2948,  0.4736, 1.4975, -1.4086,  0.0423, -0.3740, -0.4762,  0.7456, -0.5326,  0.3418, -1.5388,  0.6861, -0.3184, -0.9081, -0.3965,  1.8897,  0.1274,  1.0500, -1.4191,  0.3284,  0.0479, -0.0136, -0.4776,  0.3278, -0.2754,  0.3216, -0.0097,  0.1270, -0.8369,  0.4555, -0.5840, -0.5317,  0.7202, -0.9309, -0.6930, -0.4715,  1.2492, -0.2034, -0.3330,  0.1969, -0.1251,  0.6937, -0.8019, -0.2386, -0.5459,  0.0670,  0.4704, -0.1419,  1.0513,  0.4080, -0.2297,  1.9021, -0.1433,  0.6384, -0.2228, -1.9455, -0.4933, -0.5583, 0.5083,  0.9044,  0.4479,  0.0934, -0.8611, -0.7657, -0.2344, -0.9033]], device='cuda:0', requires_grad=True) tensor([ 68,  68, 211]) tensor([ 68,  68, 211]) Batch prediction time: 164.3s labels_pred_cpu SHAPE (1, 1, 68, 68, 211) labels_gt_cpu SHAPE (1, 1, 68, 68, 211)",0.4146,7.7942,1.5,0.9213,1.0935,1.7361,2,Fold_2_Test_Set_sarcopenia
['la162_rf'],"Parameter containing: tensor([[-0.3889, -1.0000,  0.5159, -1.4160, -0.5304,  0.6513,  0.8428, -0.4939, -0.7541, -0.8364,  1.0328, -0.8758,  3.1498,  2.3996,  0.1104, -0.7746, 0.8295,  0.5995,  1.4134,  0.1538,  0.6936,  0.9876,  0.2419, -0.8951, -0.7050, -0.9281, -1.0360, -0.1506,  0.7561,  1.1856,  0.0129, -0.9105, -0.6369, -0.2746,  0.3650,  0.0061,  1.2546,  1.0238,  0.1974,  1.0157, 0.4557, -0.1033,  1.0530,  0.3984,  0.1490, -0.8215,  0.8084,  1.2211, -0.8127, -0.7871, -2.1580, -0.9130,  0.3036, -0.5577,  0.7419, -0.7680, -0.9882, -0.3359,  0.4538,  0.7778, -0.1051, -0.2587,  0.3313, -0.1232, -0.4034,  0.1266, -0.5269, -0.7988,  1.1138,  1.0952, -1.1901,  1.0983, 0.8712,  0.6656, -0.7136, -1.1991,  1.9160,  0.0353, -0.4533, -0.4826, -1.0119,  0.0846,  0.8230,  2.2689, -1.4288,  1.1345, -0.2153,  0.2227, -0.3751,  0.5893,  1.0967, -0.0914,  0.0117, -1.0516, -1.9625,  0.2871, 0.1985, -1.2431,  0.3074,  0.4525,  0.3369,  0.6914,  0.2575, -0.8725, 0.5717, -0.3130,  0.1534, -1.3342, -0.0711,  1.3110,  0.1920,  0.7967, 0.1191,  0.4632,  1.3835,  0.8629, -0.3579,  0.0344,  0.5074,  1.4537, -0.1175,  0.6640,  0.4128, -0.7873, -0.2815, -0.8321, -0.2079,  0.2555]], device='cuda:0', requires_grad=True) tensor([ 71,  59, 244]) tensor([ 71,  59, 244]) Batch prediction time: 172.1s labels_pred_cpu SHAPE (1, 1, 71, 59, 244) labels_gt_cpu SHAPE (1, 1, 71, 59, 244)",0.3144,3.9182,1.5996,0.9248,0.307,0.4648,2,Fold_2_Test_Set_sarcopenia
['lj139_rf'],"Parameter containing: tensor([[ 1.3806e+00, -1.4216e+00,  2.2288e+00,  1.0639e+00, -4.5637e-01, 2.1231e-01,  1.0669e+00,  1.4510e+00, -9.6401e-02, -5.6242e-01, -6.9432e-01, -1.8920e+00,  7.9985e-01, -5.0919e-01,  1.0231e+00, -5.3502e-01, -1.2116e-01, -5.2619e-01,  1.4673e+00, -6.7877e-01, -3.2364e-01,  1.0781e+00, -7.0214e-01,  1.6822e-03, -8.8124e-02, -5.7704e-01,  1.0506e+00, -4.3892e-01, -2.5165e-01, -3.1869e-01, -4.1439e-01,  7.7027e-02, -2.5672e-01,  7.5805e-01, -3.3298e-01, -9.4008e-01, -1.0704e-01,  5.1210e-01, -4.9165e-01,  3.7304e-01, -2.0619e-01, -7.9347e-01, -2.8938e-01,  1.0374e+00, -1.3320e+00, -7.3155e-02,  2.6209e-02,  3.8014e-01,  1.8829e-01, -3.4539e-01, -1.3168e-01, -5.1735e-01, -1.9714e-01,  2.5421e-01,  1.6537e+00, -1.7956e+00, -1.5108e+00,  1.1714e+00,  2.2782e+00, -1.1189e+00, 1.2802e+00,  1.1438e-01,  5.4150e-01,  9.6911e-01, -1.0115e+00, -5.4005e-01, -8.8808e-01, -6.9118e-01, -5.1080e-01,  1.3570e+00, -1.9726e+00, -3.1290e-01,  1.4709e+00,  3.6887e-01,  1.0429e+00, -1.3950e-02,  3.1478e-01, -6.3191e-01,  1.3536e+00,  2.6373e-01, -6.3055e-01, -5.4940e-01, -4.6707e-01, -4.7399e-02, -1.9851e+00, 8.6497e-01, -9.5513e-01,  1.8126e+00, -2.1141e-01,  7.1669e-02, 4.9237e-01, -1.2665e+00,  1.0315e+00,  2.7982e-01,  1.7474e-01, 5.5248e-01,  5.2509e-01,  1.3589e-01,  7.5639e-02, -4.2585e-01, -5.3330e-01, -2.0553e+00,  6.2245e-01, -7.6370e-01, -1.8584e-01, -6.8849e-01,  2.1746e-02,  8.1029e-01, -7.1009e-01, -1.0843e+00, 4.2203e-01, -9.0568e-01, -4.1623e-01,  2.1246e+00,  4.5767e-01, 1.2111e+00, -1.2557e+00, -7.7655e-01, -1.3760e-01,  6.0167e-01, 1.0007e+00, -5.8180e-03,  1.3254e+00, -5.7912e-01,  6.3632e-01, -5.2268e-01,  7.2507e-01, -9.4381e-01]], device='cuda:0', requires_grad=True) tensor([ 69,  75, 198]) tensor([ 69,  75, 198]) Batch prediction time: 172.4s labels_pred_cpu SHAPE (1, 1, 69, 75, 198) labels_gt_cpu SHAPE (1, 1, 69, 75, 198)",0.4678,7.8365,1.5996,0.9157,0.3766,0.5499,2,Fold_2_Test_Set_sarcopenia
['lp133_rf'],"Parameter containing: tensor([[-0.2033, -0.8024,  0.9977, -0.1943,  0.3785,  0.0183,  0.6413, -0.4927, -0.6441, -1.3779,  0.7267, -0.9362,  0.7731, -0.0563, -0.0313, -0.4472, 0.1769,  0.4131, -0.7923,  1.0923, -0.5195, -0.1761, -0.9692,  0.4813, -0.6983,  0.1116,  0.4423, -1.5559,  0.0401,  1.7899,  0.7069,  0.4874, -1.2493, -1.4203, -0.5127, -0.1372, -1.1929, -0.2100,  0.0333,  0.5582, -2.2242, -1.2445,  0.7981, -0.1965,  0.3476, -0.4306,  0.0534,  1.4215, -2.0941, -1.2384,  1.1125, -0.3839, -1.3427, -0.0922,  0.4762, -1.9457, -0.3642, -0.2111, -0.2091,  0.4638,  0.4316,  1.4700, -1.1006,  0.5204, 0.9680, -0.5078,  1.0203,  0.0753,  0.6731,  1.0586,  1.1768,  0.6950, -0.8672,  0.9517, -1.5201, -0.1693,  2.2048, -0.5888, -2.1529, -0.1389, -1.3409, -1.1631,  0.2877, -0.4447, -0.1927,  0.7077,  0.1098, -0.6205, -0.8706,  0.0058, -0.1228, -0.6755, -0.6406, -0.2244, -2.4542, -0.9997, -1.3985, -0.4442, -1.6979, -0.2605,  0.7682, -0.3809,  0.9537, -0.1734, 0.5778, -0.8278,  1.9481, -1.1411,  1.4009,  1.3391, -1.0406,  0.4353, -0.1849,  1.7642, -0.0841,  0.4135,  0.4278, -0.6875,  0.6067,  1.1154, -0.9192, -0.1959,  0.9019, -0.5926, -1.2843, -0.3165,  0.8734,  0.0711]], device='cuda:0', requires_grad=True) tensor([ 66,  66, 220]) tensor([ 66,  66, 220]) Batch prediction time: 161.7s labels_pred_cpu SHAPE (1, 1, 66, 66, 220) labels_gt_cpu SHAPE (1, 1, 66, 66, 220)",0.3841,15.0,1.5,0.9308,0.4961,0.6265,2,Fold_2_Test_Set_sarcopenia
['ma119_rf'],"Parameter containing: tensor([[-0.4128, -1.2766,  0.8263,  1.6903, -0.9737,  1.2473,  0.1269, -0.3925, 0.1295, -0.4361,  1.8914,  0.6091, -0.1574,  0.8105, -1.2414, -0.4974, 0.6596,  1.0854, -1.0432, -1.1398,  0.5321, -0.5324,  0.2015, -0.4108, -1.0346, -0.4127, -0.3658, -0.9464, -0.8757,  0.3988,  1.1561,  0.4799, -0.6570, -0.3152,  1.1675, -0.3495, -0.3353, -0.1330, -0.8339, -0.6220, -0.8550,  0.9244,  0.9037, -0.8650, -0.7152, -1.0777, -0.0874,  0.6960, -0.5945, -0.9379,  0.5858, -2.1014, -0.7279,  0.8766, -0.3370, -0.6450, 0.7221, -0.0781,  0.7340,  1.0920,  1.5837,  0.8161,  0.1792,  1.0657, 0.2473, -1.3711,  0.8275,  0.8005,  0.5249,  1.2725, -0.6104,  0.2244, 0.5879,  0.1331,  0.1863,  0.0450,  0.3261,  0.9469,  1.3165,  1.3630, -1.4602,  1.0134,  0.7846, -0.1609,  1.1540,  0.7386,  0.6721,  0.5300, -0.0072, -0.1865,  0.2309, -0.1411, -0.6663,  0.8144, -0.0315, -0.1337, 0.0313, -0.5405, -0.1772, -1.1949, -0.1838, -1.4612, -0.1730, -1.0347, 0.4284, -0.2838,  1.0769, -0.5167,  0.1895,  0.5698,  1.0793, -0.3894, 0.9168,  1.0592,  0.6404,  0.4675, -1.0993, -0.1103,  2.9321,  0.1839, 0.0808,  0.6806, -0.5773,  0.1751,  1.9339, -0.7453, -1.1937,  0.2448]], device='cuda:0', requires_grad=True) tensor([ 71,  64, 205]) tensor([ 71,  64, 205]) Batch prediction time: 157.2s labels_pred_cpu SHAPE (1, 1, 71, 64, 205) labels_gt_cpu SHAPE (1, 1, 71, 64, 205)",0.3783,10.4796,1.4004,0.9388,0.4174,0.4871,2,Fold_2_Test_Set_sarcopenia
['mm170_rf'],"Parameter containing: tensor([[-0.8219, -0.5318, -0.9006, -0.3225,  0.1811,  0.5732,  0.1611,  0.3819, -1.3093, -0.0201,  1.6412, -0.1440, -1.2504,  1.3277,  0.8753,  0.2764, 0.7964,  3.6451, -0.0197, -1.3972,  0.1161, -0.4821, -0.3382,  0.5871, 0.0716,  0.9073,  0.2529,  0.6476, -1.8011,  0.6438, -0.5622,  0.7990, -2.3498, -0.4466, -0.2456,  0.7554,  0.5356, -1.3081, -0.6158,  0.8137, -1.3081, -0.3363,  0.0120, -0.2556, -0.4442, -0.0419,  1.3784,  0.8228, 0.2949, -0.0701,  0.7928,  1.3113,  0.0291, -0.3733, -0.1918, -0.6222, -0.2225,  1.1169, -0.4992, -0.2723,  1.7332, -1.0959,  0.8929,  0.9405, 1.0614,  0.3019,  0.7411,  0.1683, -0.3751,  0.2602,  0.4004,  0.1697, 0.9436,  0.9917, -0.9384,  1.5399,  0.6693,  0.8309,  2.7900,  0.0488, -0.1503, -0.9935,  0.8895, -0.4847,  0.5226, -0.8040, -0.2797, -0.0463, 0.1952,  1.1610, -0.0646, -1.2421, -0.7324,  0.1296, -1.2830,  0.1392, -1.1520, -1.0703,  0.9649, -1.7968, -0.5082, -0.4142, -0.3284, -1.7671, -0.5728,  0.0414, -0.4234, -0.4441, -0.4993, -0.5945,  1.1907,  0.1123, 0.6370,  1.5284, -0.1755,  0.4399,  0.0722, -0.5290,  0.3663,  0.8564, 0.4544, -0.3870, -0.2552, -0.3482, -0.3196,  0.3381,  0.2164, -0.4960]], device='cuda:0', requires_grad=True) tensor([ 72,  68, 214]) tensor([ 72,  68, 214]) Batch prediction time: 176.6s labels_pred_cpu SHAPE (1, 1, 72, 68, 214) labels_gt_cpu SHAPE (1, 1, 72, 68, 214)",0.5489,7.002,1.9805,0.9263,1.4966,1.5891,2,Fold_2_Test_Set_sarcopenia
